ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSG00000107789	MINPP1	10	87504875	87553461	gene
ENSG00000164654	MIOS	7	7566875	7608932	gene
ENSG00000272894	MIOS-DT	7	7552462	7566996	gene
ENSG00000100253	MIOX	22	50486784	50490648	gene
ENSG00000253292	MIOXP1	8	86593755	86594589	gene
ENSG00000135517	MIP	12	56449502	56469166	gene
ENSG00000027001	MIPEP	13	23730189	23889400	gene
ENSG00000225358	MIPEPP1	7	112735166	112738693	gene
ENSG00000224783	MIPEPP2	1	238777049	238779200	gene
ENSG00000233325	MIPEPP3	13	21298139	21306373	gene
ENSG00000151338	MIPOL1	14	37197913	37552361	gene
ENSG00000207994	MIR100	11	122152229	122152308	gene
ENSG00000255248	MIR100HG	11	122028325	122556721	gene
ENSG00000199135	MIR101-1	1	65058434	65058508	gene
ENSG00000199065	MIR101-2	9	4850297	4850375	gene
ENSG00000199035	MIR103A1	5	168560896	168560973	gene
ENSG00000199024	MIR103A2	20	3917494	3917571	gene
ENSG00000283612	MIR103B1	5	168560904	168560965	gene
ENSG00000283320	MIR103B2	20	3917502	3917563	gene
ENSG00000207957	MIR105-1	X	152392219	152392299	gene
ENSG00000207818	MIR105-2	X	152394412	152394492	gene
ENSG00000284157	MIR106A	X	134170198	134170278	gene
ENSG00000208036	MIR106B	7	100093993	100094074	gene
ENSG00000198997	MIR107	10	89592747	89592827	gene
ENSG00000284038	MIR10A	17	48579838	48579947	gene
ENSG00000207744	MIR10B	2	176150303	176150412	gene
ENSG00000199017	MIR1-1	20	62554306	62554376	gene
ENSG00000283768	MIR1178	12	119713634	119713724	gene
ENSG00000221630	MIR1179	15	88608107	88608197	gene
ENSG00000221540	MIR1180	17	19344506	19344574	gene
ENSG00000284268	MIR1181	19	10403458	10403538	gene
ENSG00000283799	MIR1182	1	231019828	231019924	gene
ENSG00000221783	MIR1183	7	21471058	21471146	gene
ENSG00000221533	MIR1184-1	X	154887360	154887458	gene
ENSG00000221190	MIR1184-2	X	155383100	155383198	gene
ENSG00000221603	MIR1184-3	X	155457517	155457615	gene
ENSG00000221525	MIR1185-1	14	101042977	101043062	gene
ENSG00000221614	MIR1185-2	14	101044198	101044283	gene
ENSG00000221036	MIR1193	14	101030052	101030129	gene
ENSG00000221745	MIR1197	14	101025564	101025651	gene
ENSG00000284081	MIR1199	19	14073361	14073479	gene
ENSG00000174407	MIR1-1HG	20	62550453	62570764	gene
ENSG00000174403	MIR1-1HG-AS1	20	62544343	62551526	gene
ENSG00000284453	MIR1-2	18	21829004	21829088	gene
ENSG00000221325	MIR1200	7	36919357	36919432	gene
ENSG00000221456	MIR1202	6	155946797	155946879	gene
ENSG00000221739	MIR1203	17	48156427	48156511	gene
ENSG00000283710	MIR1204	8	127795962	127796028	gene
ENSG00000221771	MIR1205	8	127960633	127960695	gene
ENSG00000283200	MIR1206	8	128008898	128008956	gene
ENSG00000221176	MIR1207	8	128049152	128049238	gene
ENSG00000221261	MIR1208	8	128150116	128150188	gene
ENSG00000284440	MIR122	18	58451074	58451158	gene
ENSG00000221120	MIR1224	3	184241405	184241489	gene
ENSG00000221656	MIR1225	16	2090195	2090284	gene
ENSG00000221585	MIR1226	3	47849555	47849629	gene
ENSG00000221411	MIR1227	19	2234062	2234149	gene
ENSG00000221365	MIR1228	12	57194504	57194576	gene
ENSG00000221394	MIR1229	5	179798278	179798346	gene
ENSG00000267391	MIR122HG	18	58445788	58453766	gene
ENSG00000221028	MIR1231	1	201808611	201808702	gene
ENSG00000221649	MIR1233-1	15	34382069	34382150	gene
ENSG00000221065	MIR1233-2	15	34528290	34528371	gene
ENSG00000284139	MIR1234	8	144400086	144400165	gene
ENSG00000284446	MIR1236	6	31956839	31956940	gene
ENSG00000221273	MIR1237	11	64368602	64368703	gene
ENSG00000221410	MIR1238	19	10552122	10552204	gene
ENSG00000284321	MIR124-1	8	9903388	9903472	gene
ENSG00000253230	MIR124-1HG	8	9899871	9906678	gene
ENSG00000207816	MIR124-2	8	64379149	64379257	gene
ENSG00000254377	MIR124-2HG	8	64373151	64383787	gene
ENSG00000283193	MIR1243	4	113106863	113106955	gene
ENSG00000207598	MIR124-3	20	63178500	63178586	gene
ENSG00000284378	MIR1244-1	2	231713314	231713398	gene
ENSG00000283498	MIR1244-2	5	118974586	118974670	gene
ENSG00000283429	MIR1244-3	12	9239467	9239551	gene
ENSG00000283475	MIR1244-4	12	12111952	12112036	gene
ENSG00000221502	MIR1245A	2	188978092	188978161	gene
ENSG00000283238	MIR1245B	2	188978093	188978161	gene
ENSG00000283203	MIR1246	2	176600980	176601052	gene
ENSG00000283857	MIR1247	14	101560287	101560422	gene
ENSG00000283958	MIR1248	3	186786672	186786777	gene
ENSG00000221598	MIR1249	22	45200954	45201019	gene
ENSG00000221025	MIR1250	17	81133196	81133308	gene
ENSG00000221479	MIR1251	12	97491909	97491978	gene
ENSG00000221788	MIR1252	12	79419257	79419321	gene
ENSG00000221200	MIR1253	17	2748078	2748182	gene
ENSG00000221265	MIR1255A	4	101330302	101330414	gene
ENSG00000283207	MIR1255B1	4	36426366	36426428	gene
ENSG00000221545	MIR1255B2	1	167998660	167998726	gene
ENSG00000221808	MIR1256	1	20988314	20988432	gene
ENSG00000284193	MIR1257	20	61953546	61953662	gene
ENSG00000221240	MIR1258	2	179860836	179860908	gene
ENSG00000208008	MIR125A	19	51693254	51693339	gene
ENSG00000207971	MIR125B1	11	122099757	122099844	gene
ENSG00000207863	MIR125B2	21	16590237	16590325	gene
ENSG00000199161	MIR126	9	136670602	136670686	gene
ENSG00000221754	MIR1260A	14	77266218	77266290	gene
ENSG00000266192	MIR1260B	11	96341438	96341526	gene
ENSG00000221586	MIR1261	11	90869121	90869202	gene
ENSG00000221203	MIR1262	1	68183518	68183610	gene
ENSG00000221251	MIR1263	3	164171471	164171556	gene
ENSG00000276158	MIR1264	X	114652655	114652723	gene
ENSG00000221371	MIR1265	10	14436576	14436661	gene
ENSG00000221052	MIR1266	15	52277117	52277200	gene
ENSG00000221650	MIR1267	13	107531171	107531248	gene
ENSG00000221641	MIR1268A	15	22225278	22225329	gene
ENSG00000265561	MIR1268B	17	80098828	80098877	gene
ENSG00000221563	MIR1269A	4	66276824	66276928	gene
ENSG00000265503	MIR1269B	17	12917268	12917342	gene
ENSG00000207608	MIR127	14	100882979	100883075	gene
ENSG00000238517	MIR1270	19	20399272	20399354	gene
ENSG00000221464	MIR1271	5	176367946	176368031	gene
ENSG00000221033	MIR1272	15	64762387	64762515	gene
ENSG00000264814	MIR1273C	6	154853360	154853436	gene
ENSG00000274466	MIR1273H	16	24203116	24203231	gene
ENSG00000221697	MIR1275	6	33999972	34000051	gene
ENSG00000221634	MIR1276	15	85770496	85770578	gene
ENSG00000221463	MIR1277	X	118386394	118386471	gene
ENSG00000221680	MIR1278	1	193136503	193136583	gene
ENSG00000283476	MIR1279	12	69273157	69273218	gene
ENSG00000284015	MIR1281	22	41092513	41092566	gene
ENSG00000207654	MIR128-1	2	135665397	135665478	gene
ENSG00000221792	MIR1282	15	43793659	43793759	gene
ENSG00000207625	MIR128-2	3	35744476	35744559	gene
ENSG00000221421	MIR1283-1	19	53688481	53688567	gene
ENSG00000221548	MIR1283-2	19	53758232	53758318	gene
ENSG00000221264	MIR1284	3	71541970	71542089	gene
ENSG00000221520	MIR1285-1	7	92204015	92204098	gene
ENSG00000221238	MIR1285-2	2	70252918	70253005	gene
ENSG00000221039	MIR1286	22	20249134	20249211	gene
ENSG00000284415	MIR1287	10	98395218	98395307	gene
ENSG00000221355	MIR1288	17	16282014	16282088	gene
ENSG00000221763	MIR1289-1	20	35453954	35454097	gene
ENSG00000221287	MIR1289-2	5	133427596	133427706	gene
ENSG00000221662	MIR1290	1	18897071	18897148	gene
ENSG00000281842	MIR1291	12	48654444	48654530	gene
ENSG00000207705	MIR129-1	7	128207872	128207943	gene
ENSG00000284481	MIR1292	20	2652777	2652842	gene
ENSG00000199077	MIR129-2	11	43581394	43581483	gene
ENSG00000221604	MIR1293	12	50234142	50234212	gene
ENSG00000221430	MIR1294	5	154347106	154347247	gene
ENSG00000221390	MIR1295A	1	171101728	171101806	gene
ENSG00000283598	MIR1295B	1	171101739	171101798	gene
ENSG00000221063	MIR1296	10	63372957	63373048	gene
ENSG00000283126	MIR1297	13	54311972	54312048	gene
ENSG00000221710	MIR1298	X	114715233	114715344	gene
ENSG00000275377	MIR1299	9	40929010	40929092	gene
ENSG00000221445	MIR1301	2	25328640	25328721	gene
ENSG00000283507	MIR1302-1	12	112695034	112695176	gene
ENSG00000284557	MIR1302-10	15	101960459	101960596	gene
ENSG00000283801	MIR1302-11	19	71973	72110	gene
ENSG00000284332	MIR1302-2	1	30366	30503	gene
ENSG00000243485	MIR1302-2HG	1	29554	31109	gene
ENSG00000221055	MIR1302-3	2	113582959	113583096	gene
ENSG00000221628	MIR1302-4	2	207269275	207269424	gene
ENSG00000221091	MIR1302-5	20	50614636	50614785	gene
ENSG00000221393	MIR1302-6	7	18127220	18127309	gene
ENSG00000221768	MIR1302-7	8	141786242	141786313	gene
ENSG00000221269	MIR1302-8	9	97363554	97363681	gene
ENSG00000283921	MIR1302-9	9	30144	30281	gene
ENSG00000227518	MIR1302-9HG	9	27657	30891	gene
ENSG00000221552	MIR1303	5	154685776	154685861	gene
ENSG00000284458	MIR1304	11	93733674	93733764	gene
ENSG00000221227	MIR1305	4	182169293	182169378	gene
ENSG00000284464	MIR1306	22	20086058	20086142	gene
ENSG00000283867	MIR1307	10	103394253	103394401	gene
ENSG00000208009	MIR130A	11	57641198	57641286	gene
ENSG00000283871	MIR130B	22	21653304	21653385	gene
ENSG00000267200	MIR132	17	2049908	2050008	gene
ENSG00000283435	MIR1321	X	85835780	85835858	gene
ENSG00000283210	MIR1322	8	10825373	10825443	gene
ENSG00000221017	MIR1323	19	53671968	53672040	gene
ENSG00000283894	MIR1324	3	75630763	75630858	gene
ENSG00000283927	MIR133A1	18	21825698	21825785	gene
ENSG00000265142	MIR133A1HG	18	21825487	21831539	gene
ENSG00000284508	MIR133A2	20	62564912	62565013	gene
ENSG00000199080	MIR133B	6	52148923	52149041	gene
ENSG00000207993	MIR134	14	101054687	101054759	gene
ENSG00000251862	MIR1343	11	34941837	34941920	gene
ENSG00000207926	MIR135A1	3	52294219	52294308	gene
ENSG00000207586	MIR135A2	12	97563812	97563911	gene
ENSG00000199059	MIR135B	1	205448302	205448398	gene
ENSG00000207942	MIR136	14	100884702	100884783	gene
ENSG00000284202	MIR137	1	98046070	98046171	gene
ENSG00000225206	MIR137HG	1	97933474	98049863	gene
ENSG00000207954	MIR138-1	3	44114212	44114310	gene
ENSG00000207649	MIR138-2	16	56858518	56858601	gene
ENSG00000272036	MIR139	11	72615063	72615130	gene
ENSG00000208017	MIR140	16	69933081	69933180	gene
ENSG00000207708	MIR141	12	6964097	6964191	gene
ENSG00000284353	MIR142	17	58331232	58331318	gene
ENSG00000284182	MIR143	5	149428918	149429023	gene
ENSG00000283819	MIR144	17	28861533	28861618	gene
ENSG00000276365	MIR145	5	149430646	149430733	gene
ENSG00000222532	MIR1468	X	63786002	63786087	gene
ENSG00000283888	MIR1469	15	96333261	96333307	gene
ENSG00000283733	MIR146A	5	160485352	160485450	gene
ENSG00000202569	MIR146B	10	102436512	102436584	gene
ENSG00000269782	MIR1470	19	15449548	15449608	gene
ENSG00000222246	MIR1471	2	231892242	231892298	gene
ENSG00000207814	MIR147A	9	120244979	120245050	gene
ENSG00000284386	MIR147B	15	45433050	45433129	gene
ENSG00000199085	MIR148A	7	25949919	25949986	gene
ENSG00000199122	MIR148B	12	54337216	54337314	gene
ENSG00000207611	MIR149	2	240456001	240456089	gene
ENSG00000207782	MIR150	19	49500785	49500868	gene
ENSG00000254324	MIR151A	8	140732564	140732653	gene
ENSG00000265154	MIR151B	14	100109419	100109514	gene
ENSG00000207947	MIR152	17	48037161	48037247	gene
ENSG00000207647	MIR153-1	2	219294111	219294200	gene
ENSG00000207960	MIR153-2	7	157574336	157574422	gene
ENSG00000222831	MIR1537	1	235853000	235853060	gene
ENSG00000223109	MIR1538	16	69565808	69565868	gene
ENSG00000284239	MIR1539	18	49487373	49487422	gene
ENSG00000207978	MIR154	14	101059755	101059838	gene
ENSG00000283904	MIR155	21	25573980	25574044	gene
ENSG00000234883	MIR155HG	21	25561909	25575168	gene
ENSG00000263972	MIR1587	X	39837561	39837613	gene
ENSG00000283785	MIR15A	13	50049119	50049201	gene
ENSG00000207779	MIR15B	3	160404588	160404685	gene
ENSG00000208006	MIR16-1	13	50048973	50049061	gene
ENSG00000198987	MIR16-2	3	160404745	160404825	gene
ENSG00000284536	MIR17	13	91350605	91350688	gene
ENSG00000215417	MIR17HG	13	91347820	91354579	gene
ENSG00000207759	MIR181A1	1	198859044	198859153	gene
ENSG00000229989	MIR181A1HG	1	198777861	198937471	gene
ENSG00000207595	MIR181A2	9	124692442	124692551	gene
ENSG00000224020	MIR181A2HG	9	124658467	124698631	gene
ENSG00000207975	MIR181B1	1	198858873	198858982	gene
ENSG00000207737	MIR181B2	9	124693710	124693798	gene
ENSG00000207613	MIR181C	19	13874699	13874808	gene
ENSG00000207585	MIR181D	19	13874875	13875011	gene
ENSG00000207990	MIR182	7	129770383	129770492	gene
ENSG00000284125	MIR1825	20	32237795	32237847	gene
ENSG00000221476	MIR1827	12	100189884	100189949	gene
ENSG00000207691	MIR183	7	129774905	129775014	gene
ENSG00000207695	MIR184	15	79209788	79209871	gene
ENSG00000208023	MIR185	22	20033139	20033220	gene
ENSG00000207721	MIR186	1	71067631	71067716	gene
ENSG00000207797	MIR187	18	35904818	35904926	gene
ENSG00000207768	MIR188	X	50003503	50003588	gene
ENSG00000283815	MIR18A	13	91350751	91350821	gene
ENSG00000283931	MIR18B	X	134170041	134170111	gene
ENSG00000284416	MIR1908	11	61815161	61815240	gene
ENSG00000284216	MIR1909	19	1816159	1816238	gene
ENSG00000211137	MIR190A	15	62823957	62824041	gene
ENSG00000215938	MIR190B	1	154193665	154193743	gene
ENSG00000207605	MIR191	3	49020618	49020709	gene
ENSG00000283416	MIR1910	16	85741621	85741700	gene
ENSG00000222715	MIR1911	X	114763184	114763263	gene
ENSG00000222321	MIR1912	X	114651544	114651623	gene
ENSG00000222958	MIR1913	6	166509354	166509433	gene
ENSG00000284433	MIR1914	20	63941465	63941544	gene
ENSG00000222071	MIR1915	10	21496562	21496641	gene
ENSG00000204682	MIR1915HG	10	21492658	21497260	gene
ENSG00000283926	MIR192	11	64891137	64891246	gene
ENSG00000207614	MIR193A	17	31559996	31560083	gene
ENSG00000207639	MIR193B	16	14303967	14304049	gene
ENSG00000262454	MIR193BHG	16	14301389	14331067	gene
ENSG00000207624	MIR194-1	1	220118157	220118241	gene
ENSG00000284155	MIR194-2	11	64891355	64891439	gene
ENSG00000229719	MIR194-2HG	11	64889560	64893449	gene
ENSG00000284112	MIR195	17	7017615	7017701	gene
ENSG00000210741	MIR196A1	17	48632490	48632559	gene
ENSG00000207924	MIR196A2	12	53991738	53991847	gene
ENSG00000283745	MIR196B	7	27169480	27169563	gene
ENSG00000284443	MIR197	1	109598893	109598967	gene
ENSG00000238728	MIR1972-1	16	15010321	15010397	gene
ENSG00000239118	MIR1972-2	16	70030346	70030422	gene
ENSG00000284253	MIR1973	4	116299725	116299768	gene
ENSG00000238705	MIR1976	1	26554542	26554593	gene
ENSG00000284121	MIR198	3	120395668	120395729	gene
ENSG00000207752	MIR199A1	19	10817426	10817496	gene
ENSG00000208024	MIR199A2	1	172144535	172144644	gene
ENSG00000207581	MIR199B	9	128244721	128244830	gene
ENSG00000284204	MIR19A	13	91350891	91350972	gene
ENSG00000284375	MIR19B1	13	91351192	91351278	gene
ENSG00000284107	MIR19B2	X	134169671	134169766	gene
ENSG00000207607	MIR200A	1	1167863	1167952	gene
ENSG00000207730	MIR200B	1	1167104	1167198	gene
ENSG00000207713	MIR200C	12	6963699	6963766	gene
ENSG00000257084	MIR200CHG	12	6963246	6964447	gene
ENSG00000284219	MIR202	10	133247511	133247620	gene
ENSG00000166917	MIR202HG	10	133246478	133247891	gene
ENSG00000207568	MIR203A	14	104117405	104117514	gene
ENSG00000283165	MIR203B	14	104117418	104117503	gene
ENSG00000207935	MIR204	9	70809975	70810084	gene
ENSG00000284485	MIR205	1	209432133	209432242	gene
ENSG00000283188	MIR2052	8	74705693	74705747	gene
ENSG00000254349	MIR2052HG	8	74599775	74823313	gene
ENSG00000238399	MIR2053	8	112643493	112643583	gene
ENSG00000283550	MIR2054	4	125507259	125507307	gene
ENSG00000230937	MIR205HG	1	209428817	209432838	gene
ENSG00000207604	MIR206	6	52144349	52144434	gene
ENSG00000199157	MIR208A	14	23388596	23388666	gene
ENSG00000215991	MIR208B	14	23417987	23418063	gene
ENSG00000283762	MIR20A	13	91351065	91351135	gene
ENSG00000284043	MIR20B	X	134169809	134169877	gene
ENSG00000284190	MIR21	17	59841266	59841337	gene
ENSG00000199038	MIR210	11	568089	568198	gene
ENSG00000247095	MIR210HG	11	565660	568457	gene
ENSG00000207702	MIR211	15	31065032	31065141	gene
ENSG00000284442	MIR2110	10	114174105	114174179	gene
ENSG00000238367	MIR2113	6	98024531	98024621	gene
ENSG00000252454	MIR2114	X	150228004	150228083	gene
ENSG00000252466	MIR2115	3	48316360	48316459	gene
ENSG00000253030	MIR2116	15	59171183	59171262	gene
ENSG00000284344	MIR2117	17	43444806	43444885	gene
ENSG00000267151	MIR2117HG	17	43444707	43451200	gene
ENSG00000267195	MIR212	17	2050271	2050380	gene
ENSG00000283844	MIR214	1	172138798	172138907	gene
ENSG00000207590	MIR215	1	220117853	220117962	gene
ENSG00000207798	MIR216A	2	55988950	55989059	gene
ENSG00000211520	MIR216B	2	56000714	56000795	gene
ENSG00000207548	MIR217	2	55982967	55983076	gene
ENSG00000226702	MIR217HG	2	55963191	56047326	gene
ENSG00000207732	MIR218-1	4	20528275	20528384	gene
ENSG00000207739	MIR218-2	5	168768146	168768255	gene
ENSG00000199036	MIR219A1	6	33207835	33207944	gene
ENSG00000284185	MIR219A2	9	128392618	128392714	gene
ENSG00000283335	MIR219B	9	128392621	128392708	gene
ENSG00000283824	MIR22	17	1713903	1713987	gene
ENSG00000207870	MIR221	X	45746157	45746266	gene
ENSG00000207725	MIR222	X	45747015	45747124	gene
ENSG00000270069	MIR222HG	X	45745211	45770274	gene
ENSG00000284567	MIR223	X	66018870	66018979	gene
ENSG00000274536	MIR223HG	X	66015461	66020422	gene
ENSG00000284363	MIR224	X	151958578	151958658	gene
ENSG00000252695	MIR2276	13	24162416	24162504	gene
ENSG00000284336	MIR2277	5	93620696	93620788	gene
ENSG00000252153	MIR2278	9	94809962	94810057	gene
ENSG00000186594	MIR22HG	17	1711493	1717174	gene
ENSG00000253008	MIR2355	2	207109987	207110073	gene
ENSG00000266461	MIR2392	14	100814491	100814574	gene
ENSG00000207980	MIR23A	19	13836587	13836659	gene
ENSG00000267519	MIR23AHG	19	13823880	13842928	gene
ENSG00000207563	MIR23B	9	95085208	95085304	gene
ENSG00000264566	MIR23C	X	20017088	20017187	gene
ENSG00000284459	MIR24-1	9	95086021	95086088	gene
ENSG00000284387	MIR24-2	19	13836287	13836359	gene
ENSG00000264292	MIR2467	2	239351724	239351804	gene
ENSG00000207547	MIR25	7	100093560	100093643	gene
ENSG00000265164	MIR2681	13	101967642	101967746	gene
ENSG00000284247	MIR2682	1	98045242	98045351	gene
ENSG00000199075	MIR26A1	3	37969404	37969480	gene
ENSG00000207789	MIR26A2	12	57824609	57824692	gene
ENSG00000199121	MIR26B	2	218402646	218402722	gene
ENSG00000207808	MIR27A	19	13836440	13836517	gene
ENSG00000207864	MIR27B	9	95085445	95085541	gene
ENSG00000207651	MIR28	3	188688781	188688866	gene
ENSG00000284547	MIR2861	9	127785918	127786007	gene
ENSG00000276326	MIR2909	17	37033745	37033813	gene
ENSG00000284040	MIR296	20	58817615	58817694	gene
ENSG00000215961	MIR297	4	110860582	110860647	gene
ENSG00000216031	MIR298	20	58818226	58818313	gene
ENSG00000207749	MIR299	14	101023794	101023856	gene
ENSG00000284032	MIR29A	7	130876747	130876810	gene
ENSG00000283797	MIR29B1	7	130877459	130877539	gene
ENSG00000284203	MIR29B2	1	207802443	207802523	gene
ENSG00000203709	MIR29B2CHG	1	207801518	207879115	gene
ENSG00000284214	MIR29C	1	207801852	207801939	gene
ENSG00000215957	MIR300	14	101041363	101041445	gene
ENSG00000207996	MIR301A	17	59151136	59151221	gene
ENSG00000212102	MIR301B	22	21652981	21653058	gene
ENSG00000207927	MIR302A	4	112648183	112648251	gene
ENSG00000284463	MIR302B	4	112648485	112648557	gene
ENSG00000199102	MIR302C	4	112648363	112648430	gene
ENSG00000249532	MIR302CHG	4	112646476	112650051	gene
ENSG00000199145	MIR302D	4	112648004	112648071	gene
ENSG00000221703	MIR302E	11	7234766	7234837	gene
ENSG00000283218	MIR302F	18	30298910	30298960	gene
ENSG00000284564	MIR3064	17	64500774	64500839	gene
ENSG00000211563	MIR3065	17	81125877	81125955	gene
ENSG00000207617	MIR3074	9	95086014	95086094	gene
ENSG00000207827	MIR30A	6	71403551	71403621	gene
ENSG00000207582	MIR30B	8	134800520	134800607	gene
ENSG00000207962	MIR30C1	1	40757284	40757372	gene
ENSG00000199094	MIR30C2	6	71376960	71377031	gene
ENSG00000199153	MIR30D	8	134804876	134804945	gene
ENSG00000198974	MIR30E	1	40754355	40754446	gene
ENSG00000199177	MIR31	9	21512115	21512185	gene
ENSG00000263793	MIR3115	1	23044305	23044372	gene
ENSG00000263908	MIR3116-1	1	62078786	62078859	gene
ENSG00000283690	MIR3116-2	1	62078789	62078856	gene
ENSG00000264720	MIR3117	1	66628440	66628517	gene
ENSG00000266299	MIR3118-1	21	13644775	13644850	gene
ENSG00000265322	MIR3118-2	15	20832795	20832869	gene
ENSG00000277243	MIR3118-3	15	21406385	21406459	gene
ENSG00000265793	MIR3118-4	15	21843750	21843824	gene
ENSG00000283340	MIR3119-1	1	170151378	170151462	gene
ENSG00000263390	MIR3119-2	1	170151378	170151462	gene
ENSG00000283152	MIR3120	1	172138808	172138888	gene
ENSG00000265435	MIR3121	1	180438314	180438390	gene
ENSG00000264358	MIR3122	1	212077613	212077685	gene
ENSG00000265831	MIR3123	1	241132272	241132346	gene
ENSG00000264500	MIR3124	1	248826377	248826443	gene
ENSG00000264370	MIR3125	2	12737367	12737444	gene
ENSG00000266649	MIR3126	2	69103682	69103755	gene
ENSG00000264157	MIR3127	2	96798278	96798353	gene
ENSG00000265396	MIR3128	2	177255945	177256010	gene
ENSG00000264725	MIR3129	2	189133036	189133111	gene
ENSG00000283469	MIR3130-1	2	206783234	206783308	gene
ENSG00000263468	MIR3130-2	2	206783234	206783308	gene
ENSG00000264755	MIR3131	2	219058688	219058750	gene
ENSG00000265252	MIR3132	2	219549073	219549147	gene
ENSG00000263752	MIR3133	2	241477905	241477982	gene
ENSG00000264354	MIR3134	3	15697298	15697371	gene
ENSG00000266745	MIR3135A	3	20137565	20137641	gene
ENSG00000263649	MIR3135B	6	32749912	32749979	gene
ENSG00000265355	MIR3136	3	69048958	69049035	gene
ENSG00000265333	MIR3137	3	195134506	195134580	gene
ENSG00000264931	MIR3138	4	10078611	10078692	gene
ENSG00000265623	MIR3139	4	143343460	143343535	gene
ENSG00000264678	MIR3140	4	152489327	152489416	gene
ENSG00000264760	MIR3141	5	154596012	154596072	gene
ENSG00000265237	MIR3142	5	160474402	160474483	gene
ENSG00000253522	MIR3142HG	5	160438594	160487426	gene
ENSG00000265565	MIR3143	6	27147626	27147688	gene
ENSG00000265725	MIR3144	6	120015179	120015257	gene
ENSG00000266555	MIR3145	6	138435213	138435294	gene
ENSG00000265932	MIR3146	7	19705358	19705436	gene
ENSG00000266168	MIR3147	7	57405025	57405090	gene
ENSG00000264788	MIR3148	8	29957272	29957348	gene
ENSG00000266712	MIR3149	8	76966768	76966850	gene
ENSG00000283522	MIR3150A	8	95072914	95072993	gene
ENSG00000284147	MIR3150B	8	95072911	95072996	gene
ENSG00000245080	MIR3150BHG	8	95066808	95073182	gene
ENSG00000265657	MIR3151	8	103154614	103154689	gene
ENSG00000264638	MIR3152	9	18573306	18573379	gene
ENSG00000265112	MIR3153	9	89312225	89312306	gene
ENSG00000264823	MIR3154	9	128244947	128245030	gene
ENSG00000263628	MIR3155A	10	6152196	6152277	gene
ENSG00000283634	MIR3155B	10	6152207	6152262	gene
ENSG00000263476	MIR3156-1	10	45164014	45164088	gene
ENSG00000265499	MIR3156-2	18	14830166	14830242	gene
ENSG00000266211	MIR3156-3	21	13406384	13406460	gene
ENSG00000266407	MIR3157	10	96064315	96064399	gene
ENSG00000263436	MIR3158-1	10	101601417	101601497	gene
ENSG00000283558	MIR3158-2	10	101601417	101601497	gene
ENSG00000264603	MIR3159	11	18387787	18387860	gene
ENSG00000265014	MIR3160-1	11	46451805	46451889	gene
ENSG00000283497	MIR3160-2	11	46451807	46451887	gene
ENSG00000263693	MIR3161	11	48096782	48096858	gene
ENSG00000264559	MIR3162	11	59595077	59595158	gene
ENSG00000266423	MIR3163	11	66934434	66934506	gene
ENSG00000265539	MIR3164	11	69083176	69083258	gene
ENSG00000263742	MIR3165	11	72072228	72072302	gene
ENSG00000266581	MIR3166	11	88176502	88176593	gene
ENSG00000266215	MIR3167	11	126988458	126988542	gene
ENSG00000264226	MIR3168	13	41101019	41101100	gene
ENSG00000266663	MIR3169	13	61199798	61199880	gene
ENSG00000263399	MIR3170	13	98208524	98208600	gene
ENSG00000264657	MIR3171	14	27633205	27633278	gene
ENSG00000264607	MIR3173	14	95137919	95137986	gene
ENSG00000265871	MIR3174	15	90006755	90006841	gene
ENSG00000284324	MIR3175	15	92904399	92904475	gene
ENSG00000266235	MIR3176	16	543277	543366	gene
ENSG00000265820	MIR3177	16	1734985	1735066	gene
ENSG00000266232	MIR3178	16	2531922	2532005	gene
ENSG00000284305	MIR3179-1	16	14901508	14901591	gene
ENSG00000257381	MIR3179-2	16	16300159	16300242	gene
ENSG00000266454	MIR3179-3	16	18411894	18411977	gene
ENSG00000277014	MIR3179-4	16	18494493	18494576	gene
ENSG00000265537	MIR3180-1	16	14911220	14911313	gene
ENSG00000265373	MIR3180-2	16	16309879	16309966	gene
ENSG00000266291	MIR3180-3	16	18402178	18402271	gene
ENSG00000264115	MIR3180-4	16	15154850	15155002	gene
ENSG00000264397	MIR3180-5	16	2135977	2136129	gene
ENSG00000264947	MIR3181	16	50742305	50742377	gene
ENSG00000263785	MIR3182	16	83508346	83508408	gene
ENSG00000264429	MIR3183	17	1022476	1022559	gene
ENSG00000284399	MIR3184	17	30117086	30117160	gene
ENSG00000263602	MIR3185	17	48724408	48724475	gene
ENSG00000266189	MIR3186	17	81451104	81451188	gene
ENSG00000263414	MIR3187	19	813584	813653	gene
ENSG00000267959	MIR3188	19	18282077	18282161	gene
ENSG00000264175	MIR3189	19	18386562	18386634	gene
ENSG00000265134	MIR3190	19	47226942	47227021	gene
ENSG00000284411	MIR3191	19	47226944	47227019	gene
ENSG00000265137	MIR3192	20	18470615	18470691	gene
ENSG00000264395	MIR3193	20	31607186	31607240	gene
ENSG00000266761	MIR3194	20	51452905	51452977	gene
ENSG00000265306	MIR3195	20	62064802	62064885	gene
ENSG00000266463	MIR3196	20	63238779	63238842	gene
ENSG00000263681	MIR3197	21	41167557	41167629	gene
ENSG00000264757	MIR3198-1	22	17764180	17764259	gene
ENSG00000283803	MIR3198-2	12	54231397	54231476	gene
ENSG00000264073	MIR3199-1	22	27920525	27920612	gene
ENSG00000283225	MIR3199-2	22	27920526	27920611	gene
ENSG00000171889	MIR31HG	9	21453802	21559900	gene
